CAS,NAME,CLASS,LOGP,LOGMOLAR,ESTIMATE,ERROR,WSOL,MP,MOLWT,class_name
88-73-3,2-CHLORO-1-NITROBENZENE,12,2.24,-2.896,-2.521,-0.375,200.0,32.0,157.56,Halobenzenes
89-61-2,"2,4-DICHLORONITROBENZENE",12,3.09,-4.137,-3.662,-0.475,14.0,55.5,192.0,Halobenzenes
89-69-0,"2,4,5-TRICHLORONITROBENZENE",12,3.48,-3.887,-4.158,0.271,29.4,57.0,226.45,Halobenzenes
95-49-8,2-CHLOROTOLUENE,12,3.42,-2.53,-2.987,0.458,374.0,Liq,126.59,Halobenzenes
95-50-1,2-DICHLOROBENZENE,12,3.38,-2.974,-3.013,0.039,156.0,Liq,147.0,Halobenzenes
95-94-3,"1,2,4,5-TETRACHLOROBENZENE",12,4.64,-5.56,-5.492,-0.067,0.595,139.5,215.89,Halobenzenes
99-54-7,"3,4-DICHLORONITROBENZENE",12,3.12,-3.201,-3.56,0.359,121.0,41.3,192.0,Halobenzenes
100-00-5,P-CHLORONITROBENZENE,12,2.39,-2.845,-3.125,0.28,225.0,82.0,157.56,Halobenzenes
106-37-6,"1,4-DIBROMOBENZENE",12,3.79,-4.072,-4.259,0.187,20.0,87.3,235.92,Halobenzenes
106-38-7,P-BROMOTOLUENE,12,3.42,-3.192,-3.159,-0.032,110.0,28.5,171.04,Halobenzenes
106-39-8,P-BROMOCHLOROBENZENE,12,3.54,-3.63,-3.693,0.063,44.9,67.0,191.46,Halobenzenes
106-43-4,P-CHLOROTOLUENE,12,3.33,-3.077,-2.901,-0.176,106.0,Liq,126.59,Halobenzenes
106-46-7,4-DICHLOROBENZENE,12,3.52,-3.257,-3.406,0.149,81.3,53.1,147.0,Halobenzenes
108-36-1,M-DIBROMOBENZENE,12,3.75,-3.543,-3.648,0.104,67.5,Liq,235.92,Halobenzenes
108-37-2,M-BROMOCHLOROBENZENE,12,3.7,-3.21,-3.46,0.25,118.0,Liq,191.46,Halobenzenes
108-70-3,"1,3,5-TRICHLOROBENZENE",12,4.19,-4.48,-4.258,-0.222,6.01,64.0,181.45,Halobenzenes
108-86-1,BROMOBENZENE,12,2.99,-2.547,-2.67,0.124,446.0,Liq,157.02,Halobenzenes
108-90-7,CHLOROBENZENE,12,2.84,-2.354,-2.387,0.032,498.0,Liq,112.56,Halobenzenes
117-18-0,"2,3,5,6-TETRACHLORONITROBENZENE",12,3.89,-5.096,-5.046,-0.05,2.09,99.0,260.89,Halobenzenes
118-74-1,HEXACHLOROBENZENE,12,5.73,-7.662,-7.576,-0.086,0.0062,228.7,284.78,Halobenzenes
120-82-1,"1,2,4-TRICHLOROBENZENE",12,3.98,-3.569,-3.697,0.129,49.0,Liq,181.45,Halobenzenes
121-73-3,3-CHLORO-NITROBENZENE,12,2.41,-2.761,-2.813,0.052,273.0,46.0,157.56,Halobenzenes
352-11-4,P-FLUOROBENZYL CHLORIDE,12,2.73,-2.544,-2.704,0.159,413.0,60.0,144.58,Halobenzenes
372-18-9,M-DIFLUOROBENZENE,12,2.21,-2.0,-1.787,-0.214,1140.0,Liq,114.1,Halobenzenes
462-06-6,FLUOROBENZENE,12,2.27,-1.795,-1.788,-0.007,1540.0,Liq,96.11,Halobenzenes
540-36-3,P-DIFLUOROBENZENE,12,2.13,-1.971,-1.71,-0.261,1220.0,Liq,114.1,Halobenzenes
541-73-1,3-DICHLOROBENZENE,12,3.6,-3.07,-3.224,0.154,125.0,Liq,147.0,Halobenzenes
583-53-9,O-DIBROMOBENZENE,12,3.64,-3.5,-3.542,0.042,74.6,Liq,235.92,Halobenzenes
591-17-3,M-BROMOTOLUENE,12,3.41,-3.523,-3.117,-0.406,51.3,Liq,171.04,Halobenzenes
591-50-4,IODOBENZENE,12,3.25,-2.778,-3.067,0.289,340.0,Liq,204.01,Halobenzenes
608-93-5,PENTACHLOROBENZENE,12,5.17,-5.479,-5.58,0.102,0.831,82.0,250.34,Halobenzenes
625-98-9,M-CHLOROFLUOROBENZENE,12,2.76,-2.346,-2.366,0.021,589.0,Liq,130.55,Halobenzenes
626-39-1,"1,3,5-TRIBROMOBENZENE",12,4.51,-5.6,-5.517,-0.083,0.79,122.0,314.82,Halobenzenes
634-66-2,"1,2,3,4-TETRACHLOROBENZENE",12,4.6,-4.562,-4.612,0.05,5.92,48.0,215.89,Halobenzenes
634-90-2,"1,2,3,5-TETRACHLOROBENZENE",12,4.56,-4.627,-4.592,-0.034,5.1,50.0,215.89,Halobenzenes
636-28-2,"1,2,4,5-TETRABROMOBENZENE",12,5.13,-6.993,-6.894,-0.099,0.04,180.0,393.72,Halobenzenes
879-39-0,"2,3,4,5-TETRACHLORONITROBENZENE",12,3.93,-4.553,-4.781,0.228,7.3,66.0,260.89,Halobenzenes
1073-06-9,M-BROMOFLUOROBENZENE,12,2.92,-2.666,-2.66,-0.006,378.0,Liq,175.01,Halobenzenes
17700-09-3,"2,3,4-TRICHLORONITROBENZENE",12,3.61,-3.94,-4.269,0.329,26.0,55.5,226.45,Halobenzenes
18708-70-8,"2,4,6-TRICHLORONITROBENZENE",12,3.69,-4.559,-4.498,-0.061,6.25,72.0,226.45,Halobenzenes
55-21-0,BENZAMIDE,13,0.64,-0.953,-1.254,0.301,13500.0,128.5,121.14,Misc. Benzenes
58-27-5,"2-METHYL-1,4-NAPHTHOQUINONE",13,2.2,-3.032,-2.705,-0.327,160.0,106.0,172.19,Misc. Benzenes
60-11-7,"4-(N,N-DIMETHYLAMINO)AZOBENZENE",13,4.58,-5.991,-5.585,-0.406,0.23,115.5,225.3,Misc. Benzenes
64-77-7,TOLBUTAMIDE,13,2.34,-3.394,-3.359,-0.036,109.0,129.0,270.35,Misc. Benzenes
65-45-2,O-HYDROXYBENZAMIDE,13,1.28,-1.823,-1.063,-0.76,2060.0,140.0,137.14,Misc. Benzenes
85-44-9,PHTHALIC ANHYDRIDE,13,-0.62,-1.378,-0.15,-1.228,6200.0,130.8,148.12,Misc. Benzenes
87-17-2,SALICYLANILIDE,13,3.27,-3.589,-3.176,-0.413,55.0,136.0,213.24,Misc. Benzenes
92-94-4,P-TERPHENYL,13,6.03,-7.107,-7.548,0.441,0.018,213.0,230.31,Misc. Benzenes
94-36-0,BENZOYL PEROXIDE,13,3.46,-4.425,-4.125,-0.3,9.1,105.0,242.23,Misc. Benzenes
98-08-8,BENZOTRIFLUORIDE,13,3.01,-2.511,-2.655,0.144,450.0,Liq,146.11,Misc. Benzenes
100-44-7,ALPHA-CHLOROTOLUENE,13,2.3,-2.382,-1.912,-0.47,525.0,Liq,126.59,Misc. Benzenes
100-63-0,PHENYL HYDRAZINE,13,1.25,0.07,-0.846,0.916,127000.0,Liq,108.14,Misc. Benzenes
100-65-2,PHENYLHYDROXYLAMINE,13,0.79,-0.737,-0.932,0.195,20000.0,82.0,109.13,Misc. Benzenes
100-66-3,ANISOLE,13,2.11,-2.017,-1.672,-0.345,1040.0,Liq,108.14,Misc. Benzenes
100-68-5,THIOANISOLE,13,2.74,-2.39,-2.327,-0.063,506.0,Liq,124.21,Misc. Benzenes
101-84-8,DIPHENYL ETHER,13,4.21,-3.976,-3.91,-0.065,18.0,28.0,170.21,Misc. Benzenes
103-70-8,FORMANILIDE,13,1.15,-0.678,-0.994,0.315,25400.0,47.0,121.14,Misc. Benzenes
103-72-0,PHENYLISOTHIOCYANATE,13,3.28,-3.177,-2.88,-0.297,89.9,Liq,135.19,Misc. Benzenes
103-73-1,ETHOXYBENZENE,13,2.51,-2.332,-2.1,-0.232,569.0,Liq,122.17,Misc. Benzenes
103-84-4,ACETANILIDE,13,1.16,-1.29,-1.664,0.373,6930.0,114.0,135.17,Misc. Benzenes
121-61-9,N4-ACETYLSULFANILAMIDE,13,-0.04,-1.607,-1.698,0.092,5300.0,216.0,214.24,Misc. Benzenes
533-17-5,2-CHLOROACETANILIDE,13,1.28,-1.4,-1.657,0.257,6750.0,89.0,169.61,Misc. Benzenes
537-92-8,3-METHYLACETANILIDE,13,1.52,-2.091,-1.612,-0.479,1210.0,66.0,149.19,Misc. Benzenes
552-32-9,2-NITROACETANILIDE,13,1.0,-1.909,-1.467,-0.442,2220.0,94.0,180.16,Misc. Benzenes
579-10-2,N-METHYLACETANILIDE,13,1.12,-0.951,-1.568,0.617,16700.0,103.0,149.19,Misc. Benzenes
614-80-2,O-HYDROXYACETANILIDE,13,0.72,-2.235,-2.147,-0.088,880.0,207.0,151.17,Misc. Benzenes
622-78-6,BENZYLISOTHIOCYANATE,13,3.16,-3.136,-3.609,0.473,109.0,112.0,149.22,Misc. Benzenes
1125-78-6,"5,6,7,8-TETRAHYDRO-2-NAPHTHOL",13,2.9,-1.995,-1.885,-0.11,1500.0,56.5,148.2,Misc. Benzenes
2008-58-4,"2,6-DICHLOROBENZAMIDE",13,0.77,-1.843,-2.225,0.382,2730.0,197.0,190.03,Misc. Benzenes
2303-25-5,3-METHYL-4'-NITRODIPHENYL ETHER,13,4.4,-4.661,-5.105,0.444,5.0,63.0,229.24,Misc. Benzenes
20057-31-2,"A-(2,2,2-TRICHLOROETHYL)STYRENE",13,4.56,-4.282,-4.424,0.142,12.3,Liq,235.54,Misc. Benzenes
52387-57-2,N-(ETHYLAMINOMETHYL)BENZAMIDE,13,0.56,-0.075,-0.597,0.522,150000.0,46.0,178.24,Misc. Benzenes
74-89-5,METHYLAMINE,14,-0.57,1.541,1.508,0.033,1080000.0,Liq,31.06,"Amines, aliphatic"
75-04-7,ETHYLAMINE,14,-0.13,1.346,1.346,0.0,1000000.0,Liq,45.08,"Amines, aliphatic"
75-31-0,ISOPROPYLAMINE,14,0.26,1.228,1.096,0.132,1000000.0,Liq,59.11,"Amines, aliphatic"
75-50-3,TRIMETHYLAMINE,14,0.16,1.178,1.192,-0.014,890000.0,Liq,59.11,"Amines, aliphatic"
75-64-9,T-BUTYLAMINE,14,0.4,1.136,0.918,0.218,1000000.0,Liq,73.14,"Amines, aliphatic"
78-81-9,ISOBUTYLAMINE,14,0.73,1.136,0.601,0.535,1000000.0,Liq,73.14,"Amines, aliphatic"
100-46-9,BENZYLAMINE,14,1.09,0.97,0.148,0.822,1000000.0,Liq,107.16,"Amines, aliphatic"
102-69-2,TRIPROPYLAMINE,14,2.79,-2.282,-1.597,-0.685,748.0,Liq,143.27,"Amines, aliphatic"
104-75-6,2-ETHYLHEXYLAMINE,14,2.82,-1.713,-1.582,-0.132,2500.0,Liq,129.25,"Amines, aliphatic"
107-10-8,PROPYLAMINE,14,0.48,1.228,0.885,0.344,1000000.0,Liq,59.11,"Amines, aliphatic"
107-11-9,ALLYLAMINE,14,0.03,1.243,1.243,0.0,1000000.0,Liq,57.1,"Amines, aliphatic"
108-91-8,CYCLOHEXANAMINE,14,1.49,1.004,-0.211,1.214,1000000.0,Liq,99.18,"Amines, aliphatic"
109-73-9,N-BUTYLAMINE,14,0.97,1.136,0.37,0.766,1000000.0,Liq,73.14,"Amines, aliphatic"
109-89-7,DIETHYLAMINE,14,0.58,1.136,0.745,0.391,1000000.0,Liq,73.14,"Amines, aliphatic"
110-58-7,N-PENTYLAMINE,14,1.49,1.06,-0.173,1.233,1000000.0,Liq,87.17,"Amines, aliphatic"
111-26-2,N-HEXYLAMINE,14,2.06,-0.926,-0.764,-0.162,12000.0,Liq,101.19,"Amines, aliphatic"
111-92-2,DIBUTYLAMINE,14,2.83,-1.439,-1.591,0.152,4700.0,Liq,129.25,"Amines, aliphatic"
121-44-8,TRIETHYLAMINE,14,1.45,-0.138,-0.179,0.041,73700.0,Liq,101.19,"Amines, aliphatic"
124-02-7,DIALLYLAMINE,14,1.11,-0.053,0.161,-0.214,86000.0,Liq,97.16,"Amines, aliphatic"
124-40-3,DIMETHYLAMINE,14,-0.38,1.558,1.346,0.212,1630000.0,Liq,45.08,"Amines, aliphatic"
141-43-5,ETHANOLAMINE,14,-1.31,1.214,1.214,0.0,1000000.0,Liq,61.08,"Amines, aliphatic"
142-84-7,DIPROPYLAMINE,14,1.67,-0.237,-0.39,0.152,58600.0,Liq,101.19,"Amines, aliphatic"
62-53-3,ANILINE,15,0.9,-0.413,-0.463,0.05,36000.0,Liq,93.13,Anilines
88-74-4,2-NITROANILINE,15,1.85,-1.973,-1.931,-0.042,1470.0,70.0,138.13,Anilines
91-66-7,"N,N-DIETHYLANILINE",15,3.31,-3.028,-2.953,-0.075,140.0,Liq,149.24,Anilines
91-94-1,"3,3'-DICHLOROBENZIDINE",15,3.51,-4.912,-4.456,-0.456,3.1,132.0,253.13,Anilines
92-87-5,BENZIDINE,15,1.34,-2.758,-2.018,-0.739,322.0,117.0,184.24,Anilines
95-51-2,2-CHLOROANILINE,15,1.9,-1.194,-1.531,0.337,8160.0,Liq,127.57,Anilines
95-53-4,O-TOLUIDINE,15,1.32,-0.81,-0.91,0.101,16600.0,Liq,107.16,Anilines
95-54-5,"1,2-BENZENEDIAMINE",15,0.15,-0.428,-0.513,0.085,40400.0,103.5,108.14,Anilines
95-55-6,O-AMINOPHENOL,15,0.62,-0.737,-1.597,0.86,20000.0,172.0,109.13,Anilines
95-76-1,"3,4-DICHLOROANILINE",15,2.69,-3.246,-2.826,-0.42,92.0,71.5,162.02,Anilines
96-91-3,"2-AMINO-4,6-DINITROPHENOL",15,0.93,-2.153,-2.15,-0.003,1400.0,169.0,199.12,Anilines
99-09-2,3-NITROANILINE,15,1.37,-2.061,-1.875,-0.187,1200.0,114.0,138.13,Anilines
100-01-6,4-NITROANILINE,15,1.39,-2.278,-2.211,-0.067,728.0,148.5,138.13,Anilines
100-61-8,N-METHYLANILINE,15,1.66,-1.28,-1.237,-0.043,5620.0,Liq,107.16,Anilines
101-77-9,DI-(P-AMINOPHENYL)METHANE,15,1.59,-2.297,-2.045,-0.253,1000.0,89.0,198.27,Anilines
106-47-8,4-CHLOROANILINE,15,1.83,-1.515,-1.869,0.354,3900.0,69.0,127.57,Anilines
106-49-0,P-TOLUIDINE,15,1.39,-1.217,-1.157,-0.06,6500.0,44.5,107.16,Anilines
106-50-3,"1,4-BENZENEDIAMINE",15,-0.66,-0.466,-0.126,-0.34,37000.0,146.0,108.14,Anilines
108-42-9,3-CHLOROANILINE,15,1.88,-1.373,-1.512,0.139,5400.0,Liq,127.57,Anilines
108-44-1,M-TOLUIDINE,15,1.4,-0.854,-0.987,0.133,15000.0,Liq,107.16,Anilines
108-45-2,"1,3-BENZENEDIAMINE",15,-0.36,0.343,0.351,-0.009,238000.0,62.8,108.14,Anilines
119-90-4,"3,3'-DIMETHOXYBENZIDINE",15,1.81,-3.61,-2.847,-0.763,60.0,137.5,244.3,Anilines
121-69-7,"N,N-DIMETHYLANILINE",15,2.31,-1.922,-1.905,-0.017,1450.0,Liq,121.18,Anilines
122-39-4,DIPHENYLAMINE,15,3.5,-3.504,-3.46,-0.044,53.0,53.5,169.23,Anilines
123-11-5,P-ANISALDEHYDE,15,1.76,-1.502,-1.424,-0.078,4290.0,Liq,136.15,Anilines
123-30-8,"PHENOL, 4-AMINO-",15,0.04,-0.834,-1.206,0.372,16000.0,190.0,109.13,Anilines
554-00-7,"2,4-DICHLOROANILINE",15,2.78,-2.417,-2.82,0.403,620.0,61.5,162.02,Anilines
591-27-5,"PHENOL, 3-AMINO-",15,0.17,-0.607,-0.733,0.126,27000.0,125.0,109.13,Anilines
626-43-7,"3,5-DICHLOROANILINE",15,2.9,-2.315,-2.848,0.533,784.0,52.0,162.02,Anilines
634-93-5,"2,4,6-TRICHLOROANILINE",15,3.52,-3.691,-3.795,0.104,40.0,78.5,196.46,Anilines
51-28-5,"2,4-DINITROPHENOL",16,1.54,-1.819,-2.173,0.353,2790.0,113.0,184.11,Phenols
58-90-2,"2,3,4,6-TETRACHLOROPHENOL",16,4.45,-4.004,-3.755,-0.248,23.0,69.5,231.89,Phenols
80-05-7,DIPHENYLOLPROPANE,16,3.32,-3.279,-3.418,0.139,120.0,152.0,228.29,Phenols
87-65-0,"2,6-DICHLOROPHENOL",16,2.64,-1.933,-1.76,-0.173,1900.0,65.0,163.0,Phenols
87-86-5,PENTACHLOROPHENOL,16,5.12,-4.279,-5.468,1.189,14.0,174.0,266.34,Phenols
88-06-2,"2,4,6-TRICHLOROPHENOL",16,3.69,-2.392,-2.913,0.521,800.0,69.0,197.45,Phenols
88-75-5,2-NITROPHENOL,16,1.79,-1.745,-1.637,-0.109,2500.0,44.0,139.11,Phenols
88-89-1,"2,4,6-TRINITROPHENOL",16,1.33,-1.256,-2.2,0.944,12700.0,122.5,229.11,Phenols
89-83-8,THYMOL,16,3.3,-2.222,-2.229,0.007,900.0,51.5,150.22,Phenols
90-00-6,O-ETHYLPHENOL,16,2.47,-1.359,-1.101,-0.259,5340.0,Liq,122.17,Phenols
90-05-1,2-METHOXYPHENOL,16,1.32,-0.822,-1.01,0.188,18700.0,30.0,124.14,Phenols
90-43-7,2-PHENYLPHENOL,16,3.09,-2.386,-2.141,-0.245,700.0,57.0,170.21,Phenols
91-10-1,"2,6-DIMETHOXYPHENOL",16,1.15,-0.952,-1.18,0.228,17200.0,56.0,154.17,Phenols
92-69-3,P-PHENYLPHENOL,16,3.2,-3.481,-3.236,-0.246,56.2,164.5,170.21,Phenols
95-48-7,O-CRESOL,16,1.95,-0.621,-0.612,-0.009,25900.0,30.9,108.14,Phenols
95-57-8,2-CHLOROPHENOL,16,2.15,-1.056,-0.813,-0.243,11300.0,Liq,128.56,Phenols
95-65-8,"3,4-DIMETHYLPHENOL",16,2.23,-1.409,-1.215,-0.194,4760.0,62.5,122.17,Phenols
95-87-4,"2,5-DIMETHYLPHENOL",16,2.33,-1.538,-1.426,-0.112,3540.0,75.0,122.17,Phenols
95-95-4,"2,4,5-TRICHLOROPHENOL",16,3.72,-2.216,-2.933,0.716,1200.0,68.0,197.45,Phenols
97-23-4,"PHENOL,2,2'-METHYLENEBIS 4-CHLORO-",16,4.26,-3.953,-4.683,0.731,30.0,177.5,269.13,Phenols
98-54-4,P-T-BUTYLYPHENOL,16,3.31,-2.413,-2.667,0.253,580.0,98.0,150.22,Phenols
100-02-7,4-NITROPHENOL,16,1.91,-1.079,-1.435,0.356,11600.0,114.0,139.11,Phenols
105-67-9,"2,4-DIMETHYLPHENOL",16,2.3,-1.191,-0.937,-0.254,7870.0,Liq,122.17,Phenols
106-41-2,P-BROMOPHENOL,16,2.59,-1.092,-1.734,0.642,14000.0,64.0,173.02,Phenols
106-44-5,P-CRESOL,16,1.94,-0.702,-0.637,-0.065,21500.0,34.7,108.14,Phenols
106-48-9,4-CHLOROPHENOL,16,2.39,-0.729,-1.214,0.485,24000.0,43.5,128.56,Phenols
108-39-4,M-CRESOL,16,1.96,-0.678,-0.567,-0.111,22700.0,Liq,108.14,Phenols
108-43-0,3-CHLOROPHENOL,16,2.39,-0.694,-1.117,0.423,26000.0,33.0,128.56,Phenols
108-46-3,RESORCINOL,16,0.8,0.814,-0.242,1.055,717000.0,110.0,110.11,Phenols
108-68-9,"3,5-DIMETHYLPHENOL",16,2.35,-1.399,-1.344,-0.054,4880.0,64.0,122.17,Phenols
108-73-6,"1,3,5-TRIHYDROXYBENZENE",16,0.16,-1.075,-0.671,-0.404,10600.0,218.0,126.11,Phenols
108-95-2,PHENOL,16,1.46,-0.056,-0.189,0.134,82800.0,40.9,94.11,Phenols
118-79-6,"2,4,6-TRIBROMOPHENOL",16,4.13,-3.674,-3.993,0.319,70.0,95.0,330.82,Phenols
119-33-5,4-METHYL-2-NITROPHENOL,16,2.15,-2.384,-1.957,-0.426,633.0,36.5,153.14,Phenols
120-80-9,CATECHOL,16,0.88,0.622,-0.272,0.894,461000.0,105.0,110.11,Phenols
120-83-2,"2,4-DICHLOROPHENOL",16,2.92,-1.559,-1.822,0.263,4500.0,42.5,163.0,Phenols
121-33-5,VANILLIN,16,1.21,-1.141,-1.471,0.33,11000.0,82.0,152.15,Phenols
123-07-9,P-ETHYLPHENOL,16,2.58,-1.475,-1.399,-0.076,4090.0,46.0,122.17,Phenols
123-08-0,4-HYDROXYBENZALDEHYDE,16,1.35,-0.976,-1.759,0.783,12900.0,213.5,122.12,Phenols
136-77-6,4-HEXYLRESORCINOL,16,3.45,-2.589,-2.663,0.074,500.0,68.0,194.28,Phenols
150-76-5,P-METHOXYPHENOL,16,1.58,-0.492,-0.51,0.018,40000.0,53.0,124.14,Phenols
329-71-5,"2,5-DINITROPHENOL",16,1.75,-2.68,-2.31,-0.37,385.0,106.0,184.11,Phenols
400-99-7,4-TRIFLUOROMETHYL-2-NITROPHENOL,16,2.34,-2.503,-2.709,0.205,650.0,Liq,207.11,Phenols
446-36-6,5-FLUORO-2-NITROPHENOL,16,1.91,-2.05,-1.735,-0.315,1400.0,36.0,157.1,Phenols
527-60-6,"2,4,6-TRIMETHYLPHENOL",16,2.73,-2.055,-1.836,-0.219,1200.0,73.0,136.2,Phenols
534-52-1,"4,6-DINITRO-O-CRESOL",16,2.12,-3.0,-2.516,-0.484,198.0,85.0,198.14,Phenols
554-84-7,3-NITROPHENOL,16,2.0,-1.013,-1.365,0.352,13500.0,97.0,139.11,Phenols
573-56-8,"2,6-DINITROPHENOL",16,1.37,-1.55,-1.554,0.004,5190.0,63.5,184.11,Phenols
576-24-9,"2,3-DICHLOROPHENOL",16,2.84,-1.656,-1.878,0.223,3600.0,57.0,163.0,Phenols
576-26-1,"2,6-DIMETHYLPHENOL",16,2.36,-1.305,-1.179,-0.126,6050.0,45.0,122.17,Phenols
583-78-8,"2,5-DICHLOROPHENOL",16,3.06,-1.911,-2.099,0.188,2000.0,58.0,163.0,Phenols
586-11-8,"3,5-DINITROPHENOL",16,2.36,-1.663,-2.12,0.457,4000.0,126.1,184.11,Phenols
591-20-8,M-BROMOPHENOL,16,2.63,-0.876,-1.465,0.589,23000.0,30.6,173.02,Phenols
591-35-5,"3,5-DICHLOROPHENOL",16,3.62,-1.559,-2.728,1.169,4500.0,68.0,163.0,Phenols
601-89-8,2-NITRORESORCINOL,16,1.56,-2.073,-1.807,-0.267,1310.0,81.0,155.11,Phenols
615-58-7,"2,4-DIBROMOPHENOL",16,3.22,-2.123,-2.366,0.244,1900.0,40.0,251.92,Phenols
885-82-5,4-PHENYL-2-NITROPHENOL,16,3.71,-4.41,-3.944,-0.466,8.37,68.5,215.21,Phenols
933-75-5,"2,3,6-TRICHLOROPHENOL",16,3.77,-2.642,-2.889,0.246,450.0,58.0,197.45,Phenols
1568-70-3,4-METHOXY-2-NITROPHENOL,16,2.02,-2.839,-2.283,-0.556,245.0,80.0,169.14,Phenols
1570-64-5,2-METHYL-4-CHLOROPHENOL,16,2.78,-1.552,-1.674,0.122,4000.0,48.0,142.59,Phenols
2416-94-6,"2,3,6-TRIMETHYLPHENOL",16,2.67,-1.936,-1.686,-0.249,1580.0,63.0,136.2,Phenols
2581-34-2,3-METHYL-4-NITROPHENOL,16,2.48,-2.11,-2.155,0.046,1190.0,128.0,153.14,Phenols
3011-34-5,4-FORMYL-2-NITROPHENOL,16,1.48,-2.949,-2.32,-0.629,188.0,141.0,167.12,Phenols
3555-18-8,4-(SEC-BUTYL)-2-NITROPHENOL,16,3.84,-3.84,-4.111,0.271,28.2,Liq,195.22,Phenols
4920-77-8,3-METHYL-2-NITROPHENOL,16,2.29,-1.641,-2.092,0.451,3500.0,36.5,153.14,Phenols
7147-89-9,4-CHLORO-5-METHYL-2-NITROPHENOL,16,2.93,-4.39,-3.716,-0.674,7.64,134.5,187.58,Phenols
50-21-5,LACTIC ACID,17,-0.72,1.045,1.045,0.0,1000000.0,52.0,90.08,"Acids, aliphatic"
57-10-3,PALMITIC ACID,17,7.17,-6.807,-6.699,-0.108,0.04,63.5,256.43,"Acids, aliphatic"
64-18-6,FORMIC ACID,17,-0.54,1.337,1.337,0.0,1000000.0,Liq,46.03,"Acids, aliphatic"
64-19-7,ACETIC ACID,17,-0.17,1.221,1.221,0.0,1000000.0,Liq,60.05,"Acids, aliphatic"
76-03-9,TRICHLOROACETIC ACID,17,1.33,0.519,-0.746,1.265,540000.0,57.5,163.39,"Acids, aliphatic"
76-93-7,BENZILIC ACID,17,2.3,-2.209,-2.308,0.098,1410.0,150.0,228.25,"Acids, aliphatic"
77-06-5,GIBBERELLIC ACID,17,0.24,-1.841,-1.833,-0.007,5000.0,227.0,346.38,"Acids, aliphatic"
77-92-9,CITRIC ACID,17,-1.72,0.489,0.716,-0.228,592000.0,153.0,192.13,"Acids, aliphatic"
79-09-4,PROPIONIC ACID,17,0.33,1.13,0.794,0.337,1000000.0,Liq,74.08,"Acids, aliphatic"
79-11-8,CHLOROACETIC ACID,17,0.22,0.928,0.495,0.433,800000.0,62.0,94.5,"Acids, aliphatic"
79-31-2,ISOBUTYRICACID,17,0.94,0.278,0.164,0.114,167000.0,Liq,88.11,"Acids, aliphatic"
79-41-4,METHACRYLIC ACID,17,0.93,0.014,0.18,-0.166,89000.0,Liq,86.09,"Acids, aliphatic"
79-43-6,DICHLOROACETIC ACID,17,0.92,0.89,0.055,0.834,1000000.0,Liq,128.94,"Acids, aliphatic"
80-58-0,A-BROMOBUTYRIC ACID,17,1.42,-0.378,-0.544,0.167,70000.0,Liq,167.01,"Acids, aliphatic"
86-87-3,NAPHTHALENEACETIC ACID,17,2.24,-2.647,-2.358,-0.289,420.0,130.0,186.21,"Acids, aliphatic"
87-51-4,INDOLE-3-ACETIC ACID,17,1.41,-2.067,-1.885,-0.182,1500.0,169.0,175.19,"Acids, aliphatic"
88-09-5,2-ETHYLBUTYRIC ACID,17,1.68,-0.81,-0.634,-0.175,18000.0,Liq,116.16,"Acids, aliphatic"
90-64-2,A-HYDROXYPHENYLACETIC ACID,17,0.62,0.075,-0.171,0.246,181000.0,119.0,152.15,"Acids, aliphatic"
94-74-6,2-METHYL-4-CHLOROPHENOXYACETIC ACID,17,3.25,-2.503,-3.189,0.686,630.0,110.0,200.62,"Acids, aliphatic"
98-89-5,CYCLOHEXANECARBOXYLIC ACID,17,1.96,-1.445,-1.005,-0.44,4600.0,32.0,128.17,"Acids, aliphatic"
99-66-1,VALPROIC ACID,17,2.75,-1.858,-1.75,-0.108,2000.0,Liq,144.21,"Acids, aliphatic"
103-82-2,PHENYLACETIC ACID,17,1.41,-0.914,-0.912,-0.002,16600.0,76.5,136.15,"Acids, aliphatic"
107-92-6,BUTYRIC ACID,17,0.79,1.055,0.308,0.747,1000000.0,Liq,88.11,"Acids, aliphatic"
109-52-4,PENTANOIC ACID,17,1.39,-0.416,-0.312,-0.104,39200.0,Liq,102.13,"Acids, aliphatic"
110-15-6,BUTANEDIOC ACID,17,-0.59,-0.152,0.067,-0.219,83200.0,185.0,118.09,"Acids, aliphatic"
110-17-8,FUMARIC ACID,17,0.28,-1.22,-1.7,0.481,7000.0,287.0,116.07,"Acids, aliphatic"
110-44-1,SORBIC ACID,17,1.33,-1.652,-1.293,-0.359,2500.0,134.5,112.13,"Acids, aliphatic"
110-94-1,PENTANEDIOC ACID,17,-0.29,1.083,0.549,0.534,1600000.0,96.5,132.12,"Acids, aliphatic"
111-16-0,PIMELIC ACID,17,0.61,-0.506,-0.488,-0.018,50000.0,105.7,160.17,"Acids, aliphatic"
112-05-0,NONANOIC ACID,17,3.42,-2.746,-2.437,-0.309,284.0,Liq,158.24,"Acids, aliphatic"
112-37-8,UNDECANOIC ACID,17,4.42,-3.553,-3.517,-0.035,52.2,28.5,186.3,"Acids, aliphatic"
112-38-9,UNDECYLENIC ACID,17,3.86,-3.398,-2.941,-0.457,73.7,Liq,184.28,"Acids, aliphatic"
117-34-0,DIPHENYLACETIC ACID,17,3.09,-3.223,-3.421,0.198,127.0,148.0,212.25,"Acids, aliphatic"
122-59-8,PHENOXYACETIC ACID,17,1.34,-1.103,-1.093,-0.011,12000.0,98.0,152.15,"Acids, aliphatic"
