aaa	GHOTUO
mbb	MANOBO_WESTERN_BUKIDNON
mbc	MACUSHI
mbd	MANOBO_DIBABAWON
mbe	MOLALA
mbf	MALAY_BABA
mbi	MANOBO_ILIANEN
mbj	NADEB
mbk	MALOL
mbl	MAXAKALI
mbm	OMBAMBA
mbn	MACAGUAN
mbo	MBO
mbp	DAMANA
mbq	MAISIN
mbr	NUKAK_MAKU
mbs	MANOBO_SARANGANI
mbt	MANOBO_TIGWA
mbv	BAGA_FORE
mbw	MARING
mbx	MARI_PNG
mca	MACA
mcb	MACHIGUENGA
mcc	BITURI
mcd	SHARANAHUA
mcf	MATSES
mcg	MAPOYO
mch	MAQUIRITARI
mci	MOMOLILI
mcj	KAMKAM
mck	MBUNDA
mcm	PAPIA_KRISTANG
mcn	MASANA
mcp	MAKAA
mcq	ESE_MANAGALASI
mcr	MENYA
mcs	MAMBAI
mct	MENGISA
mcu	MAMBILA_ATTA
mcv	MINANIBAI
mcw	MAWA_CHAD
mcx	MPIEMO
mcz	MAWAN
mda	MADA
mdb	MORIGI
mdc	MALE_PAPUANG
mdd	MBUM
mde	MABA_CHAD
mdf	MOKSHA
mdi	MAMVU
mdj	MANGBETU
mdk	MANGBUTU
mdm	MAYOGO
mdn	ISONGO
mdp	MBALA
mdr	MANDAR
mds	OISO
mdt	MBERE
mdw	MBOSI
mdy	MALE_ETHIOPIA
mdz	SURUI_DO_PARA
meb	MENA
mec	MARA
med	MELPA
mee	MENGEN
mei	MEIDOB_NUBIAN
mej	MEYAH
mek	MEKEO
mel	MUKAH_MELANAU
men	MENDE
mep	MIRIWUNG
meq	MEREY
mer	MERU
mes	MASMEDJE
met	MATO
meu	MOTU
mew	MAAKA
mey	HASSANIYA
mez	MENOMINEE
mfa	MALAY_PATTANI
mfb	LOM
mfc	MBA
mfd	MENDANKWE_NKWEN
mfe	MAURITIAN
mff	NAKI
mfg	MIXIFORE
mfh	MATAL
mfi	WANDALA
mfj	MEFELE
mfk	NORTH_MOFU
mfl	PUTAI
mfn	CROSS_RIVER_MBEMBE
mfo	MBE
mfq	MOBA
mfr	MARITHIEL
mft	MOKERANG
mfw	MULAHA
mfx	MELO
mfy	MAYO
mfz	MABAAN
mgb	MARARIT
mgc	MOROKODO
mgd	MORU
mge	MANGO
mgi	JILI
mgk	MAWES
mgl	MALEU
mgm	MAMBAE
mgp	MAGAR
mgq	MALILA
mgr	MAMBWE_LUNGU
mgt	MONGOL
mgu	MAILU
mgv	MATENGO
mgy	MBUNGA
mgz	MBUGWE
mha	MANDA_INDIA
mhb	MAHONGWE
mhc	MOCHO
mhe	MAH_MERI
mhf	MAMAA
mhg	MARGU
mhi	MADI
mhj	MOGHOL
mhk	MUNGAKA
mhl	ULINGAN
mho	MASHI_ZAMBIA
mhq	MANDAN
mhs	BURU_MASARETE
mht	MANDAHUACA
mhu	TARAON
mhw	MBUKUSHU
mhx	MARU
mhy	SAMIHIM
mhz	MOR
mia	MIAMI
mib	ATATLAHUCA_MIXTEC
mic	MICMAC
mie	OCOTEPEC_MIXTEC
mif	MOFU_GUDUR
mig	CHALCATONGO_MIXTEC
mih	MIXTEC_CHAYUCO
mij	ABAR
mik	MIKASUKI
mil	MIXTEC_PENYOLES
min	MINANGKABAU
mio	JICALTEPEC_MIXTEC
miq	MISKITO
mir	GUICHICOVI_MIXE
miw	AKOYE
mjc	MIXTECO_DE_SAN_JUAN_COLORADO
mje	MUSKUM
mjg	MONGUOR
mjj	MAWAK
mjk	MATUKAR
mjl	MANDEALI
mjm	MEDEBUR
mjs	MISHIP
mjt	SAURIA_PAHARIA
mjw	KARBI
mjy	MAHICAN
mka	MBRE
mkb	MAL_PAHARIA
mkc	SELEPUT
mkd	MACEDONIAN
mke	MAWCHI
mkf	MIYA
mkg	MAK
mkj	MOKILESE
mkm	MOKLEN
mkn	KUPANG_MALAY
mko	MUNGA_DOSO
mkp	MOIKODI
mkr	MALAS
mks	SILACAYOAPAN_MIXTEC
mku	KONYANKA_MANINKA
mkv	MAFEA
mkw	KITUBA
mky	EAST_MAKIAN
mkz	MAKASAE
mlb	MBULE
mle	MANAMBU
mlf	MAL
mlh	MAPE
mlk	ILWANA
mll	MALUA_BAY
mln	MALANGO
mlo	JOOLA_MLOMP
mlp	MUGIL
mlr	VAME
mls	MASALIT
mlt	MALTESE
mlu	TOABAITA
mlv	MOTLAV
mlw	MOLOKO
mlx	MALFAXAL
mma	MAMA
mmd	MAONAN
mme	MAE
mmf	MUNDAT
mmh	MEHINAKU
mmi	MUSAR
mml	KEMIE
mmm	MAII
mmn	MAMANWA
mmo	MANGA
mmp	SIAWI
mmq	MUSAK
mmw	EMAE
mmx	MADAK
mmy	MIGAMA
mmz	MABAALE
mnb	MUNA
mnc	MANCHU
mnd	MONDE
mne	NABA_KUKA
mnf	MUNDANI
mnh	MONO_CONGO
mni	MEITEI
mnj	MUNJANI
mnk	MANDINKA
mnl	MALMARIV
mnp	MINNORTH_JIANOU
mnr	WESTERN_MONO
mns	MANSI
mnu	MER
mnv	RENNELLESE
mnw	MON
mnx	SOUGB
moa	MWAN
moc	MOCOVI
mod	MOBILIAN_JARGON
moe	MONTAGNAIS
mog	MONGONDOW
moh	MOHAWK
moi	MBOI
moj	MONZOMBO
mok	MORORI
mom	MANGUE
moq	MOR_PAPUAN
mor	MORO
mos	MOORE
mou	MOGUM
mov	MOHAVE
mox	MOLIMA
moy	MOCHA
moz	MOKILKO
mpa	MPOTO
mpb	MULLUKMULLUK
mpc	MANGARAYI
mpd	MAXINERI
mpe	MESENGO
mpg	MARBA
mph	MAWNG
mpi	MAKARY_KOTOKO
mpj	MARTU_WANGKA
mpk	MBARA
mpm	YOSONDUA_MIXTEC
mpp	MIGABAC
mpq	MATIS
mpr	MBAREKE
mps	DARIBI
mpt	MIAN
mpu	MAKURAP
mpv	MUNGKIP
mpw	MAPIDIAN
mpx	MISIMA_PANAEATI
mpz	MPI
mqb	MBUKO
mqe	MATEPI
mqf	MOMUNA
mql	MBELIME
mqn	MORONENE
mqo	MODOLE
mqs	WEST_MAKIAN
mqt	MOK
mqu	MONDARI
mqv	MOSIMO
mqw	MURUPI
mqx	MAMUJU
mqy	MANGGARAI
mqz	MALASANGA
mra	MLABRI
mrb	MARINO
mrc	MARICOPA
mrd	WESTERN_MAGAR
mrf	ELSENG
mrg	MISING
mrh	LAKHER_MARA
mri	MAORI
mrk	FA_TIETA
mrl	MORTLOCKESE
mrm	MERLAV
mrn	CHEKE_HOLO
mro	MRU
mrp	MOROUAS
mrq	NORTH_MARQUESAN
mrs	MARAGUS
mrt	MARGI
mrw	MARANAO
mrx	DINEOR
mrz	MARIND
msb	MASBATENYO
msc	SANKARAN_MANINKA
mse	MUSEY
msh	MALAGASY_MASIKORO_MIARY
msj	MA
msk	MANSAKA
msl	MOLOF
mso	MOMBUM
msq	CAAC
msu	MUSOM
msw	MANSOANKA
msx	MORESADA
msy	ARUAMU
msz	MOMARE
mta	MANOBO_KALAMANSIG_COTABATO
mtc	MUNIT
mtd	MUALANG
mte	MONO
mtf	MURIK
mtg	UNA
mth	MUNGGUI
mti	MAIWA
mtj	MOSKONA
mtl	MONTOL
mto	NORTH_HIGHLAND_MIXE
mtq	MUNG_KOI
mtt	MOTA
mtv	ASARO7O
mty	NABI
mua	MUNDANG
mub	MUBI
muc	MBU
mud	MEDNYJ_ALEUT
muh	MUNDU
muj	MABIRE
muk	MUGOM
muo	NYONG
mup	MALVI
mur	MURLE
mus	CREEK
mut	WESTERN_MURIA
muu	MOGOGODO
muv	MUTHUVAN
mux	KU_WARU
muy	MUYANG
muz	MURSI
mva	MANAM
mvb	MATTOLE
mvd	MAMBORU
mvf	KALAQIN
mvi	MIYAKO
mvk	MEKMEK
mvn	MINAVEHA
mvo	MAROVO
mvq	MOERE
mvs	MASSEP
mvt	MPOTOVORO_VOVO
mvx	MEOSWAR
mvy	INDUS_KOHISTANI
mvz	MESQAN
mwb	MUNIWARA
mwc	ARE
mwe	MWERA
mwg	AIKLEP
mwi	LABO
mwk	MANINKAKAN_KITA
mwl	MIRANDESE
mwm	SAR_CHAD
mwn	NYAMWANGA
mwo	CENTRAL_MAEWO
mwp	KALA_LAGGAW_YA
mws	MWIMBI_MUTHAMBI
mwt	MOKEN
mwu	MITTU
mwv	MENTAWAI
mww	HMONG_DAW
mxc	SHONA_MANYIKA
mxd	MODANG
mxf	MALGBE
mxg	MBANGALA
mxh	MVUBA
mxj	KAMAN
mxk	MONUMBO
mxl	MAXI_GBE
mxn	MOI
mxq	JUQUILA_MIXE
mxu	MADA_CAMEROON
mxw	NAMO
mxz	CENTRAL_MASELA
mya	BURMESE
myb	MBAY
mye	MYENE
myf	BAMBASSI
myg	AMASI
myh	MAKAH
myj	MANGAYAT
myk	MAMARA_SENOUFO
myl	MOMA
mym	MEEN
myo	ANFILLO
myp	PIRAHA
myr	MUNICHI
mys	MESMES
myu	MUNDURUKU
myv	ERZYA
myw	MUYUW
myy	MACUNA
myz	CLASSICAL_MANDAIC
mzb	TUMZABT
mze	MORAWA
mzh	WICHI_LHAMTES_GUISNAY
mzi	SAN_PEDRO_IXCATLAN
mzk	MAMBILA
mzm	MUMUYE
mzn	MAZANDERANI
mzp	MOVIMA
mzq	MORI_ATAS
mzr	MARUBO
mzt	MINTIL
mzu	ITUTANG
mzv	MANZA
mzw	DEG
naa	NAMLA
nab	NAMBIKWARA
nac	NARAK
naf	NABAK
naj	NALU
nak	NAKANAI
nal	NALIK
nap	NEAPOLITAN_CALABRESE
nar	IGUTA
nas	NASIOI
nat	HUNGWORO
nau	NAURUAN
nav	NAVAJO
naw	NAWURI
nax	NAKWI
nay	YARALDI
nba	NGANGELA
nbc	NAGA_CHANG
nbd	NGBINDA
nbe	NAGA_KONYAK
nbh	NGAMO
nbi	NAGA_MAO
nbj	NGARINMAN_BILINARA
nbk	NAKE
nbl	NDEBELE
nbm	NGBAKA_MABO
nbn	KURI
nbo	NKUKOLI
nbp	NNAM
nbq	NGGEM
nbr	NUNKU
nbt	NA_INDIA
nbu	KABUI_RONGMEI
nbv	NGAMAMBO
nbw	NGBANDI
nby	NINGERA
nca	IYO
ncb	NANCAWRI
ncc	PONAM
ncd	NACHERING
ncg	NISGHA
nch	NAHUATL_CHICONTEPEC
nci	CLASSICAL_NAHUATL
nck	NAKARA
ncl	NAHUATL_POMARO_AQUILA
ncm	NAMBO
ncn	NAUNA
ncr	NCANE
nct	CHOTHE
ncu	CHUMBURUNG
ncx	NAHUATL_HUATLATLAUCA
ncz	NATCHEZ
nda	NORTHERN_NDASA
ndb	KENSWEI_NSEI
ndc	SHONA_NDAU
ndg	NDENGEREKO
ndh	NDALI
ndi	SAMBA_LEKO
ndj	NDAMBA
ndk	INDAAKA
ndl	NDOLO
ndm	NDAM
ndn	NGONDI
ndo	NDONGA
ndr	NDOLA
nds	NORTHERN_LOW_SAXON
ndt	NDUNGA
ndu	PAPE
ndv	NDUT
ndw	NDOOBO
ndx	DAO
ndy	NDOKA
ndz	NDOGO
neb	TOURA
nec	NEDEBANG
nee	NELEMWA
neg	NEGIDAL
nej	NEKO
nem	NEMI
nen	NENGONE
ner	YAHADIAN
nev	NHAHEUN
nex	NEME_MUM
ney	NEYO
nez	NEZ_PERCE
nfa	DHAO
nfl	AYIWO
nfr	NAFAARA
nfu	MFUMTE
nga	NGBAKA
ngb	NORTHERN_NGBANDI
ngc	NGOMBE
nge	MANKON
ngg	NGBAKA_MANZA
ngi	NGIZIM
ngk	BUAN
ngl	LOMWE
ngn	NGWO
ngp	NGULU
ngq	NGURIMI
ngr	NANGGU
ngs	GVOKO
ngt	NGE
ngv	NAGUMI
ngx	NGGWAHYI
ngy	TIBEA
ngz	NGUNGWEL
nha	NHANDA
nhb	BENG
nhc	TABASCO_NAHUATL_CUPILCO
nhe	NAHUATL_BUENOS_AIRES_ALAMO
nhg	TETELCINGO_NAHUATL
nhh	NAHARI
nhi	NAHUATL_CUACUILA_HUAUCHINANGO
nhm	NAHUATL_TEPOTZTLAN
nho	TAKUU_MORTLOCK
nhp	NAHUATL_PAJAPAN
nhq	NAHUATL_RAFAEL_DELGADO
nhr	NARO
nhu	NONI
nhw	NAHUATL_COXCATLAN
nhx	NAHUATL_MECAYAPAN
nhy	NAHUATL_SAN_BERNARDINO_TEOTITLAN_DEL_CAMINO
nib	NAKAME
nid	NGANDI
nie	LUA_NIELLIM
nif	NEK
nig	NGALAKAN
nih	NYIHA_TANZANIA
nii	NII
nil	NILA
nim	NILAMBA
nin	SAMBE
nio	NGANASAN
niq	NANDI
nis	NIMI
niu	NIUE
niv	GILYAK
niw	NIMO
niy	NGITI
niz	NINGIL
nja	NZANYI
njb	NAGA_NOCTE
njh	NAGA_LOTHA
nji	GUDANJI
njj	NJEN
njl	NYALGULGULE
njm	ANGAMI
njn	NAGA_LIANGMAI
njo	NAGA_AO
njr	NJEREP
njt	NDYUKA_TRIO_PIDGIN
nju	NGADJUNMAYA
njx	KUNYI
njy	NJYEM
nka	NKOYA
nkb	NAGA_KHOIBU
nkc	NKONGHO
nkd	KOIRENG
nke	DUKE
nkg	NEKGINI
nkh	KHEZHA
nki	NAGA_THANGAL
nkj	NAKAI
nkk	NOKUKU
nkm	NAMAT
nko	NKAMI
nkr	NUKUORO
nks	ASMATH_NORTH
nkt	NYIKA_TANZANIA
nku	KULANGO_BOUNA
nkv	NYIKA
nkw	KUCU_WELA_ANKUTCU
nkx	NKORO
nla	NGOMBALE
nlc	NALCA
nld	DUTCH
nlg	NGGELA
nli	GRANGALI
nlj	NYALI
nll	NIHALI
nlo	NGUL
nlu	NCHUMBULU
nlx	NAHALI
nma	NAGA_MARAM
nmc	NGAM
nmd	NDUMU
nme	NAGA_MZIEME
nmf	NAGA_TANGKHUL
nmg	KWASIO
nmi	NYAM
nml	NDEMLI
nmm	MANANGE
nmr	NIAM_NIAM
nms	LETEMBOI
nmu	NE_MAIDU
nmv	NGAMINI
nmw	NIMOA
nmy	NAMUZI
nmz	NAWDM
nna	NYANGUMARTA
nnb	NANDE
nnc	NANCERE
nnd	WEST_AMBAE
nnf	NGAING
nng	NAGA_MARING
nnh	NGIEMBOON
nnj	NYANGATOM
nnk	NANKINA
nnl	NAGA_RENGMA
nnm	NAMIA
nnp	NAGA_WANCHO
nnq	NGINDO
nnr	NARUNGGA
nnt	NANTICOKE
nnu	DWANG
nnv	NUGUNU_AUSTRALIA
nnw	SOUTHERN_NUNI
nnz	NDANDA_SUD
noa	WOUNAAN
noc	NUK
nof	NOMANE
nog	NOGAI
noh	NOMU
noj	NONUYA
nok	NOOKSACK
non	OLD_NORSE
nop	NUMANGGANG
noq	NGONGO
not	NOMATSIGUENGA
nou	EWAGE_NOTU
now	NYAMBO
noy	NOY
noz	NAYI
npa	NAR_PHU
nph	NAGA_PHOM
npi	NEPALI
npl	NAHUATL_SAN_JOSE_MIAHUATLAN
npo	NAGA_POCHURI
nqn	NEN
nrb	NARA
nre	NAGA_SOUTHERN_RENGMA
nrg	NARANGO
nri	NAGA_CHOKRI
nrk	NGARLA
nrl	NGALOOMA
nrm	NAROM
nrt	TUALATIN
nru	MOSUO
nrz	LALA
nsa	NAGA_SANGTAM
nsb	AUNI
nse	NSENGA
nsg	ONGAMO
nsh	NGOSHIE
nsk	NASKAPI
nsm	NAGA_SUMI
nsn	NEHAN
nsq	NORTHERN_SIERRA_MIWOK
nss	JIRIW
nsu	NAHUATL_SAN_PABLO_ZOQUITLAN
nsw	NAVUT
nsy	NASAL
nsz	NISENAN
nti	NATIORO
ntj	NGAANYATJARRA
ntk	IKOMA
ntm	NATENI
nto	NTOMBA
ntp	NORTHERN_TEPEHUAN
ntw	NOTTOWAY
ntz	NATANZI
nua	YUAGA
nud	NGALA
nue	NGUNDU
nuf	NUSU
nui	NGUMBI
nuj	NYOLE
nuk	NOOTKA
nul	NUSA_LAUT
num	NIUAFOOU
nun	ANONG
nup	NUPE_TAKO
nur	NUKURIA
nus	NUER
nut	NUNG
nuu	NGBUNDU
nuv	NORTHERN_NUNI
nuw	NGULUWAN
nux	MEHEK
nuy	NUNGGUBUYU
nvo	NYOKON
nwb	NYABWA
nwe	NGWE
nwm	NYAMUSA_MOLO
nwr	SIRIO
nxa	NAUETE
nxg	NGADHA
nxl	FATAKAI_NUAULU_SERAM
nxn	NGAWUN
nxq	NAXI
nxr	NINGGIRUM_KAWOMA
nxx	NAFRI
nya	NYANJA
nyb	TUTRUGBU
nyd	NYORE
nyf	GIRYAMA
nyh	NYIGINA
nyi	AMA_AFRICA
nyj	NYANGA
nyk	NYANEKA
nyl	NYEU
nym	NYAMWEZI
nyo	NYORO
nyp	NYANGI
nyq	NAYINI
nyr	NYIHA_MALAWI
nyt	NYAWAYGI
nyu	NYUNGWE
nyv	NYULNYUL
nyx	NGANYAYWANA
nyy	NYAKYUSA_NGONDE
nza	TIGON_MBEMBE
nzb	NJEBI
nzi	NZEMA
nzk	NZAKARA
nzm	NAGA_ZEME
oaa	OROK
oac	OROCH
obi	OBISPENYO
oca	OCAINA
och	OLD_CHINESE
ocu	OCUILTECO
ofo	OFO
ofs	OLD_FRISIAN
ofu	EFUTOP
ogc	OGBA
ogo	KANA
ogu	OGBRONUAGUM
oia	OIRATA
oin	ONE_INEBU
ojg	OJIBWA_EASTERN
ojs	OJIBWA_SEVERN
ojv	LUANGIUA
ojw	SAULTEAUX
oka	OKANAGAN_COLVILLE
okb	OKOBO
okd	AKITA
oke	OKPE
okh	KORESH_E_ROSTAM
oki	SOGOO
okj	OKO_JUWOI
okk	KWAMTIM_ONE
okr	OKRIKA
oks	OKO_OSANYE_ENI
oku	OKU
okv	OROKAIVA
old	MOCHI
olm	OLOMA
olo	OLONETS_KARELIAN
oma	OMAHA_PONCA
omc	MOCHICA
omg	OMAGUA
omi	OMI
oml	OMBO
omo	OSUM
omt	OMOTIK
omu	OMURANO
omw	TAIRORA_SOUTH
omx	OLD_MON
ona	ONA
one	ONEIDA
oni	ONIN
onj	ONJOB
onn	ONABASULU
ono	ONONDAGA
onp	SARTANG
ons	ONO
onu	UNUA
onw	OLD_NUBIAN
ood	TOHONO_OODHAM
oon	ONGE
opa	OKPAMHERI
opk	KOPKAKA
opm	OKSAPMIN
opo	OPAO
opt	OPATA
opy	OFAYE
ora	OROHA
orc	ORMA
ore	OREJON
org	ORING
orh	OROQEN
oro	OROKOLO
orr	ORUMA
ort	ORIYA_KOTIA
oru	ORMURI
orw	ORO_WIN
orx	ORO
ory	ORIYA
orz	ORMU
osa	OSAGE
oss	OSSETIAN
osx	OLD_SAXON
otd	KADORIH
ote	OTOMI_MEZQUITAL
otk	OLD_TURKIC
otl	TILAPA_OTOMI
otm	OTOMI_DE_EL_BAILE
otn	SANTA_ANA_HUEYTLALPAN_OTOMI
otq	OTOMI_QUERETARO
otr	UTORO
ott	OTOMI_TEMOAYA
otu	OTUKE
otw	OTTAWA
otx	TEXCATEPEC_OTOMI
oty	OLD_TAMIL
otz	OTOMI_DE_IXTENCO
oub	GLIO_OUBI
oum	OUMA
owi	OWINIGA
oyb	OI
oyd	OYDA
oym	WAYAMPI
ozm	KOONZIME
pab	PARESI
pac	PACOH
pad	PAUMARI
pae	PAGIBETE
paf	PARANAWAT
pag	PANGASINAN
pah	TENHARIM
pai	PE
pak	PARAKANA
pam	KAPAMPANGAN
pan	PUNJABI_MAJHI
pao	NORTHERN_PAIUTE
pap	PAPIAMENTO
paq	PARYA
par	PANAMINT
pas	PAPASENA
pau	PALAUAN
pav	PAKAANOVA
paw	PAWNEE
pay	PECH
paz	PANKARARU
pbb	PAEZ
pbe	POPOLOCA_METZONTLA
pbf	POPOLOCA_DE_SAN_VICENTE_COYOTEPEC
pbg	PARAUJANO
pbh	ENAPA_WOROMAIPU
pbi	PODOKO
pbl	MAK_NIGERIA
pbn	KPASAM
pbo	PAPEL
pbr	PANGWA
pbs	CENTRAL_PAME
pbu	NORTHERN_PASHTO
pbv	PNAR_JOWAI
pby	PYU
pcb	PEAR
pce	DEANG
pcf	PALIYAN
pci	PARJI
pcj	PARENGA
pck	PAITE
pcl	PARDHI
pcm	NIGERIAN_PIDGIN
pcn	PITI
pda	PONDOMA
pdo	PADOE
pdt	PLAUTDIETSCH
pdu	KAYAN
peb	POMO_EASTERN
ped	PAY
pef	POMO_NORTHEASTERN
peg	PENGO
peh	BONAN
pei	CHICHIMECO
pej	POMO_NORTHERN
pem	PHENDE
peo	OLD_PERSIAN
pep	PEREMKA
peq	SOUTHERN_POMO
pfe	PEERE
pga	JUBA_ARABIC
pgg	PANGWALI
pgi	PAGI
pgk	REREP
pgs	PANGSENG
pgu	PAGU
pha	PA_HNG
phg	KATU
phn	PHOENICIAN
pho	PHUNOI
phq	PHANA
phr	PAHARI_POTWARI
pia	PIMA_BAJO
pib	YINE
pic	PINJI
pid	PIAROA
pif	PINGELAPESE
pih	PITKERN
pil	YOM
pim	POWHATAN_UnnamedInSource
pin	PIAME
pio	PIAPOCO
pip	PERO
pir	PIRATAPUYO
pis	PIJIN
pit	PITTA_PITTA
piu	PINTUPI
piv	PILENI
piw	PIMBWE
pix	PIU
pjt	WANGKA_WIRU
pkg	PAK_TONG
pko	POKOT
pkp	PUKAPUKA
pkt	MALIENG
pku	PAKU
pla	TANI
plb	POLONOMBAUK
ple	PALUE
plg	PILAGA
plh	PAULOHI
pli	PALI
pll	PALAUNG_SHWE
pln	PALENQUERO
plo	OLUTA_POPOLUCA
plq	PALAIC
plr	PALAKA
plu	PALIKUR
plv	SOUTHWEST_PALAWANO
ply	PALIU
pmb	PAMBIA
pmd	PALLANGANMIDDANG
pme	PWAAMEI
pmf	BAREE
pmi	JIULONG_PUMI
pml	LINGUA_FRANCA
pmm	POMO
pmn	PAM
pmo	POM
pmq	NORTHERN_PAME
pmr	PAYNAMAR
pmt	TUAMOTUAN
pmw	PLAINS_MIWOK
pnb	WESTERN_PANJABI_SHAHPUR
pne	WESTERN_PENAN
png	PONGU
pnh	PENRHYN
pnl	PALEN
pno	HUARIAPANO
pnq	PANA
pnr	PANIM
pnw	PANYTYIMA
pny	PINYIN
poe	POPOLOCA_SAN_JUAN_ATZINGO
poh	POQOMCHI_WESTERN
poi	SOTEAPAN_ZOQUE
pol	POLISH
pom	SOUTHEASTERN_POMO
pon	POHNPEIAN
poo	POMO_CENTRAL
poq	TEXISTEPEC_ZOQUE
por	PORTUGUESE
pos	SAYULA_POPOLUCA
pot	POTAWATOMI
pov	GUINEA_BISSAU_CRIOULO
pox	POLABIAN
poy	POGOLO
ppe	PAPI
ppi	PAIPAI
ppk	UMA
ppl	PIPIL
ppm	PAPUMA
ppo	FOLOPA
ppq	PEI
pps	SAN_LUIS_TEMALACAYUCA_POPOLOCA
ppt	PARE
ppu	PAPORA
pqa	PAANCI
pqm	PASSAMAQUODDY_MALISEET_UnnamedInSource
prc	PARACHI
pre	PRINCIPENSE
prg	OLD_PRUSSIAN
pri	PAICI
prm	KIBIRI
prn	PRASUNI
prq	CAMPA_DE_PERENE
prr	PURI
prs	EASTERN_FARSI
prw	PARAWEN
prx	PURIK
psa	AWYU_ASUE
psm	PAUSERNA
psn	PANASUAN
psq	PASI
pss	KAULONG
psw	PORT_SANDWICH
pth	PATAXO
ptn	PATANI
pto	ZOE
ptp	PATEP
ptr	PIAMATSINA
ptv	PORT_VATO
pue	GUNUNA_KUNE
pug	PHWO
pui	PUINAVE
pum	PUMA
puo	KSINMUL
pup	PULABU
puq	PUQUINA
pur	PURUBORA
puu	PUNU
puw	PULUWATESE
pux	PUARE
pwa	PAWAIA
pwg	GAPAPAIWA
pwi	PATWIN
pwm	MOLBOG
pwn	PAIWAN
pwo	KAREN_PWO_WESTERN
pye	KRUMEN_PYE
pym	FYEM
pyn	POYANAWA
pyx	TAMAN_MYANMAR
qua	QUAPAW
qub	HUANUCO
quc	KICHE
qui	QUILEUTE
quk	QUECHUA_CHACHAPOYAS
qul	CURVA
qum	SIPAKAPENSE
qun	QUINAULT
qus	QUECHUA_ARGENTINA
quv	SACAPULTECO_SACAPULAS_CENTRO
quw	SERENA
quy	QUECHUA_AYACUCHO
quz	CUZCO_GNL
qva	QUECHUA_DE_AMBO_HUANUCO_PASCO_PASCO
qvc	CHETILLA
qvi	QUECHUA_IMBABURA
qvj	QUICHUA_LOJA
qvo	QUECHUA_NAPO_LOWLAND
qvp	QUECHUA_PACARAOS
qvs	QUECHUA_SAN_MARTIN
qvy	QUEYU
qvz	QUICHUA_BOLIVAR_CACHISAGUA
qwa	YANAC
qwh	QUECHUA_HUAYLAS_ANCASH
qxa	QUECHUA_ANCASH_CHIQUIAN
qxh	QUECHUA_HUANUCO_PANAO
qxo	CHACPAR
qxq	QASHQAI
qxu	QUECHUA_AREQUIPA_UNION
qxw	QUECHUA_HUANCA_SHAUSHA
raa	DUNGMALI
rab	CAMLING
rac	RASAWA
rad	RADE
raf	WESTERN_MEOHANG
rag	LOGOOLI
rah	RABHA
rai	RAMOAAINA
ral	RALTE
ram	APANIEKRA
rap	RAPA_NUI
rar	RAROTONGAN
ras	TEGALI
rau	RAUTE
rav	SAMPANG
raw	RAWANG
rax	RANG
ray	RAPA
raz	RAHAMBUU
rbl	DARAGA
rcf	REUNIONNAIS
rea	RERAU
ree	REJANG_KAYAN
reg	REGI_TANZANIA
rei	RELI
rej	REJANG
rel	RENDILLE
ren	RENGAO
res	RESHE
rga	RORIA
rgk	JOHARI
rgn	ROMAGNOL
rgr	RESIGARO
rhp	YAHANG
ria	RIANG
rim	NYATURU
rin	NUNGU
rit	RITHARNGU
rji	RAJI
rjs	RAJBANSHI
rkb	RIKBAKTSA
rkh	MANIHIKI
rkm	MARKA
rma	RAMA
rmb	RAINBARNGO
rmd	TRAVELLER_DANISH
rme	ANGLOROMANI
rmf	FINNISH_ROMANI
rmg	NORWEGIAN_ROMANI
rmi	LOMAVREN
rmk	ROMKUN
rmm	ROMA
rmp	REMPI
rmq	CALO
rmt	DOMARI
rmu	SWEDISH_ROMANI
rmw	WELSH_ROMANI
rmy	VLAX_ROMANI
rmz	MARMA
rnd	RUUND
rng	RONGA
rnl	RANGLONG
rnn	RON
rnp	RONGPO
rnw	RUNGWA
rob	TAE
rod	ROGO
roe	ROINJI
rof	ROMBO
rog	NORTHERN_ROGLAI
ron	ROMANIAN
roo	ROTOKAS
rop	NGUKURR_BAMYILI_CREOLE
rou	RUNGA
rpn	REPANBITIP
rpt	RAPTING
rri	RIRIO
rro	RORO
rth	RATAHAN
rtm	ROTUMAN
rtw	RATHAWI
ruf	LUGURU
rug	ROVIANA
rui	RUFIJI
ruk	CE
run	RUNDI
ruq	ROMANIAN_MEGLENO
rus	RUSSIAN
rut	RUTUL
rwa	RAWO
rwo	RAWA
rwr	MARWARI
ryn	NORTHERN_AMAMI_OSHIMA
rys	YAEYAMA
saa	SABA
sab	BUGLERE_MURIRE
sac	FOX
sad	SANDAWE
sae	SABANE
saf	SAFALIBA
sag	SANGO
sah	SAKHA
saj	SAHU
sak	SAKE
sao	SAUSE
sar	SARAVEKA
sas	SASAK
sat	SANTALI
sav	SAFEN
saw	SAWUJ
sax	SA
say	SAYA
saz	SAURASHTRA
sba	NGAMBAY
sbb	SIMBO
sbc	BUJAN
sbd	SOUTHERN_SAMO
sbe	SALIBA_PAPUA_NEWGUINEA
sbf	SHABO
sbg	SEGET
sbh	SORI_HARENGAN
sbi	SETI
sbk	SAFWA
sbl	SAMBAL_BOTOLAN
sbm	SAGALA
sbo	SABUM
sbp	SANGU
sbq	SILEIBI
sbs	MBALANGWE
sbt	KIMKI
sbu	TOD
sbw	SIMBA
sbz	SARA_KABA
scb	RUC
sce	SANTA_MONGOLIAN
sci	UPCOUNTRY_SRI_LANKA_MALAY
sck	SADRI
